Game Information,,,,,,Player Statlines,,,,,
Week,Game,Match ID,Team,Opponent,Player,Sc,G,A,Sv,Sh,NCP
3,1,17,Bears,Sabres,Cardinal22,615,2,0,1,5,
3,1,17,Bears,Sabres,Kickpuncher,600,2,1,1,4,
3,1,17,Sabres,Bears,Bepsi,761,1,1,4,2,
3,1,17,Sabres,Bears,206 Gaming,426,2,0,0,3,
3,2,17,Bears,Sabres,Cardinal22,479,1,0,3,3,
3,2,17,Bears,Sabres,Kickpuncher,280,0,1,2,1,
3,2,17,Sabres,Bears,Bepsi,223,0,0,1,2,
3,2,17,Sabres,Bears,206 Gaming,196,0,0,0,3,
3,3,17,Bears,Sabres,Cardinal22,218,0,1,0,5,
3,3,17,Bears,Sabres,Kickpuncher,334,1,0,0,4,
3,3,17,Sabres,Bears,Bepsi,822,1,0,7,0,
3,3,17,Sabres,Bears,206 Gaming,249,1,0,0,2,
3,4,17,Bears,Sabres,Cardinal22,378,2,0,0,3,
3,4,17,Bears,Sabres,Kickpuncher,322,1,1,0,5,
3,4,17,Sabres,Bears,Bepsi,788,3,1,3,3,
3,4,17,Sabres,Bears,206 Gaming,627,3,2,1,3,
3,5,17,Bears,Sabres,Cardinal22,537,3,1,0,3,
3,5,17,Bears,Sabres,Kickpuncher,647,1,3,2,3,
3,5,17,Sabres,Bears,Bepsi,294,1,0,0,4,
3,5,17,Sabres,Bears,206 Gaming,224,0,0,2,1,
3,1,18,Pirates,Demolition,TheOnlyBirdy,566,2,1,1,3,
3,1,18,Pirates,Demolition,Forgiiv,534,2,2,1,4,
3,1,18,Demolition,Pirates,C0P3x,466,0,2,2,3,
3,1,18,Demolition,Pirates,YOUGOTOWNED4200,450,2,0,0,2,
3,2,18,Pirates,Demolition,TheOnlyBirdy,245,0,0,2,1,
3,2,18,Pirates,Demolition,Forgiiv,568,3,0,2,4,
3,2,18,Demolition,Pirates,C0P3x,318,1,0,1,2,
3,2,18,Demolition,Pirates,YOUGOTOWNED4200,246,1,0,0,4,
3,3,18,Pirates,Demolition,TheOnlyBirdy,466,1,0,3,3,
3,3,18,Pirates,Demolition,Forgiiv,504,2,1,1,4,
3,3,18,Demolition,Pirates,C0P3x,253,0,0,1,2,
3,3,18,Demolition,Pirates,YOUGOTOWNED4200,447,1,0,2,4,
3,4,18,Pirates,Demolition,TheOnlyBirdy,275,1,0,1,1,
3,4,18,Pirates,Demolition,Forgiiv,536,2,0,2,3,
3,4,18,Demolition,Pirates,C0P3x,423,1,2,1,4,
3,4,18,Demolition,Pirates,YOUGOTOWNED4200,619,3,0,0,6,
3,5,18,Pirates,Demolition,TheOnlyBirdy,132,0,0,1,2,
3,5,18,Pirates,Demolition,Forgiiv,425,0,0,3,2,
3,5,18,Demolition,Pirates,C0P3x,775,4,0,1,5,
3,5,18,Demolition,Pirates,YOUGOTOWNED4200,259,0,0,2,4,
3,1,19,Outlaws,Rhinos,Hershey (AngryTinyRick),602,1,2,3,1,
3,1,19,Outlaws,Rhinos,Rednyte,529,3,0,0,5,
3,1,19,Rhinos,Outlaws,Banshee_Time,328,0,0,3,1,
3,1,19,Rhinos,Outlaws,omnikron,254,0,0,1,3,
3,2,19,Outlaws,Rhinos,Hershey (AngryTinyRick),350,0,1,0,5,
3,2,19,Outlaws,Rhinos,Rednyte,388,2,0,1,4,
3,2,19,Rhinos,Outlaws,Banshee_Time,278,1,0,1,3,
3,2,19,Rhinos,Outlaws,omnikron,474,0,1,3,2,
3,3,19,Outlaws,Rhinos,Hershey (AngryTinyRick),333,1,0,1,1,
3,3,19,Outlaws,Rhinos,Rednyte,466,1,1,2,2,
3,3,19,Rhinos,Outlaws,Banshee_Time,459,3,0,0,3,
3,3,19,Rhinos,Outlaws,omnikron,489,0,3,1,7,
3,4,19,Outlaws,Rhinos,Hershey (AngryTinyRick),526,2,2,0,4,
3,4,19,Outlaws,Rhinos,Rednyte,697,4,0,0,6,
3,4,19,Rhinos,Outlaws,Banshee_Time,268,1,0,0,1,
3,4,19,Rhinos,Outlaws,omnikron,252,0,0,2,0,
3,5,19,Outlaws,Rhinos,Hershey (AngryTinyRick),276,1,0,0,4,
3,5,19,Outlaws,Rhinos,Rednyte,304,1,0,1,4,
3,5,19,Rhinos,Outlaws,Banshee_Time,390,0,0,3,2,
3,5,19,Rhinos,Outlaws,omnikron,248,0,0,2,1,
3,1,20,Wizards,Knights,SprK,338,1,0,0,2,
3,1,20,Wizards,Knights,LilRock,300,1,0,0,5,
3,1,20,Knights,Wizards,Hardcoregames15,442,2,1,0,2,
3,1,20,Knights,Wizards,mtdiedrich,493,1,1,2,2,
3,2,20,Wizards,Knights,SprK,394,1,0,2,3,
3,2,20,Wizards,Knights,LilRock,178,0,0,0,3,
3,2,20,Knights,Wizards,Hardcoregames15,425,1,1,2,4,
3,2,20,Knights,Wizards,mtdiedrich,384,1,0,2,2,
3,3,20,Wizards,Knights,SprK,568,2,1,1,5,
3,3,20,Wizards,Knights,LilRock,627,3,2,0,7,
3,3,20,Knights,Wizards,Hardcoregames15,703,2,1,4,0,
3,3,20,Knights,Wizards,mtdiedrich,628,2,1,2,2,
3,4,20,Wizards,Knights,SprK,727,3,1,1,5,
3,4,20,Wizards,Knights,LilRock,476,1,2,2,2,
3,4,20,Knights,Wizards,Hardcoregames15,142,0,0,0,1,
