,,,,,,Player Statlines,,,,,
Week,Game,Match ID,Team,Opponent,Player,Sc,G,A,Sv,Sh,NCP
6,2,43,Tyrants,Hurricanes,Barry Allen,431,1,0,2,4,
6,3,43,Hurricanes,Tyrants,Peabs,982,5,0,1,7,
6,3,43,Hurricanes,Tyrants,synthex,509,1,4,1,2,
6,3,43,Tyrants,Hurricanes,Zack,683,3,0,1,6,
6,3,43,Tyrants,Hurricanes,Barry Allen,441,1,1,1,3,
6,4,43,Hurricanes,Tyrants,Peabs,804,2,0,4,4,
6,4,43,Hurricanes,Tyrants,synthex,540,0,1,5,1,
6,4,43,Tyrants,Hurricanes,Zack,514,1,2,2,4,
6,4,43,Tyrants,Hurricanes,Barry Allen,542,2,1,1,7,
6,5,43,Hurricanes,Tyrants,Peabs,289,0,0,3,0,
6,5,43,Hurricanes,Tyrants,synthex,278,0,0,1,1,
6,5,43,Tyrants,Hurricanes,Zack,446,2,0,0,4,
6,5,43,Tyrants,Hurricanes,Barry Allen,283,0,0,1,3,
6,1,44,Spectre,Pandas,PuffTheDargon,426,1,0,2,3,
6,1,44,Spectre,Pandas,Dazerin,430,1,0,1,5,
6,1,44,Pandas,Spectre,MapleSurrup,883,3,0,4,9,
6,1,44,Pandas,Spectre,Jakester,412,0,2,2,1,
6,2,44,Spectre,Pandas,PuffTheDargon,323,0,1,2,2,
6,2,44,Spectre,Pandas,Dazerin,356,1,0,1,5,
6,2,44,Pandas,Spectre,MapleSurrup,1235,5,3,3,9,
6,2,44,Pandas,Spectre,Jakester,733,3,1,1,8,
6,3,44,Spectre,Pandas,PuffTheDargon,653,3,1,2,6,
6,3,44,Spectre,Pandas,Dazerin,646,2,0,4,3,
6,3,44,Pandas,Spectre,MapleSurrup,525,2,0,2,4,
6,3,44,Pandas,Spectre,Jakester,314,0,1,1,5,
6,4,44,Spectre,Pandas,PuffTheDargon,334,1,1,0,2,
6,4,44,Spectre,Pandas,Dazerin,742,3,1,1,5,
6,4,44,Pandas,Spectre,MapleSurrup,464,2,1,1,3,
6,4,44,Pandas,Spectre,Jakester,380,1,0,1,1,
6,5,44,Spectre,Pandas,PuffTheDargon,250,0,0,2,2,
6,5,44,Spectre,Pandas,Dazerin,465,0,0,4,2,
6,5,44,Pandas,Spectre,MapleSurrup,683,3,1,1,6,
6,5,44,Pandas,Spectre,Jakester,920,4,3,1,7,
6,1,45,Comets,Ducks,magipod,381,0,0,3,2,
6,1,45,Comets,Ducks,Tunloink,224,0,0,0,3,
6,1,45,Ducks,Comets,Giant,653,2,2,1,5,
6,1,45,Ducks,Comets,Mateo,631,3,1,1,3,
6,2,45,Comets,Ducks,magipod,363,0,0,3,5,
6,2,45,Comets,Ducks,Tunloink,438,2,0,0,5,
6,2,45,Ducks,Comets,Giant,508,1,2,1,2,
6,2,45,Ducks,Comets,Mateo,826,3,1,3,6,
6,3,45,Comets,Ducks,magipod,238,1,0,0,6,
6,3,45,Comets,Ducks,Tunloink,912,3,1,4,7,
6,3,45,Ducks,Comets,Giant,792,2,0,7,3,
6,3,45,Ducks,Comets,Mateo,434,1,1,2,5,
6,4,45,Comets,Ducks,magipod,484,2,1,1,4,
6,4,45,Comets,Ducks,Tunloink,782,3,2,1,7,
6,4,45,Ducks,Comets,Giant,474,2,0,1,3,
6,4,45,Ducks,Comets,Mateo,593,1,1,4,4,
6,5,45,Comets,Ducks,magipod,471,1,1,1,3,
6,5,45,Comets,Ducks,Tunloink,677,2,1,2,6,
6,5,45,Ducks,Comets,Giant,620,1,1,3,4,
6,5,45,Ducks,Comets,Mateo,592,1,1,2,4,
6,1,46,Jets,Wolves,Unborn,434,1,1,1,3,
6,1,46,Jets,Wolves,Bond Brother,664,3,1,0,4,
6,1,46,Wolves,Jets,Corelli,775,3,0,3,4,
6,1,46,Wolves,Jets,Sean,507,0,3,1,2,
6,2,46,Jets,Wolves,Unborn,489,1,0,3,3,
6,2,46,Jets,Wolves,Bond Brother,537,2,1,1,5,
6,2,46,Wolves,Jets,Corelli,662,3,0,3,5,
6,2,46,Wolves,Jets,Sean,552,1,2,2,2,
6,3,46,Jets,Wolves,Unborn,304,0,1,0,0,
6,3,46,Jets,Wolves,Bond Brother,412,1,0,1,4,
6,3,46,Wolves,Jets,Corelli,366,1,1,0,1,
6,3,46,Wolves,Jets,Sean,547,1,1,3,2,
6,4,46,Jets,Wolves,Unborn,339,0,1,1,2,
6,4,46,Jets,Wolves,Bond Brother,460,1,0,3,0,
6,4,46,Wolves,Jets,Corelli,380,1,1,0,5,
6,4,46,Wolves,Jets,Sean,728,3,0,1,4,
6,5,46,Jets,Wolves,Unborn,499,1,1,2,5,
6,5,46,Jets,Wolves,Bond Brother,454,1,0,2,4,
6,5,46,Wolves,Jets,Corelli,554,1,2,2,3,
6,5,46,Wolves,Jets,Sean,913,2,0,6,4,
6,1,47,Spartans,Sharks,kccolts81,50,0,0,0,1,x
6,1,47,Spartans,Sharks,Sinnicole,50,0,0,0,1,x
6,1,47,Sharks,Spartans,Mish,150,1,1,1,1,x
6,1,47,Sharks,Spartans,Luke_Rocks,150,1,1,1,1,x
6,2,47,Spartans,Sharks,kccolts81,50,0,0,0,1,x
6,2,47,Spartans,Sharks,Sinnicole,50,0,0,0,1,x
6,2,47,Sharks,Spartans,Mish,150,1,1,1,1,x
6,2,47,Sharks,Spartans,Luke_Rocks,150,1,1,1,1,x
6,3,47,Spartans,Sharks,kccolts81,50,0,0,0,1,x
6,3,47,Spartans,Sharks,Sinnicole,50,0,0,0,1,x
6,3,47,Sharks,Spartans,Mish,150,1,1,1,1,x
6,3,47,Sharks,Spartans,Luke_Rocks,150,1,1,1,1,x
6,4,47,Spartans,Sharks,kccolts81,50,0,0,0,1,x
6,4,47,Spartans,Sharks,Sinnicole,50,0,0,0,1,x
6,4,47,Sharks,Spartans,Mish,150,1,1,1,1,x
6,4,47,Sharks,Spartans,Luke_Rocks,150,1,1,1,1,x
6,5,47,Spartans,Sharks,kccolts81,50,0,0,0,1,x
6,5,47,Spartans,Sharks,Sinnicole,50,0,0,0,1,x
6,5,47,Sharks,Spartans,Mish,150,1,1,1,1,x
6,5,47,Sharks,Spartans,Luke_Rocks,150,1,1,1,1,x
6,1,48,Foxes,Hive,henrY,814,1,1,4,7,
6,1,48,Foxes,Hive,Atokad,596,1,0,1,5,
6,1,48,Hive,Foxes,Prosperity2K,727,1,0,2,7,
6,1,48,Hive,Foxes,Malamente,737,2,0,3,6,
6,2,48,Foxes,Hive,henrY,370,2,0,1,3,
6,2,48,Foxes,Hive,Atokad,582,2,1,2,4,
6,2,48,Hive,Foxes,Prosperity2K,190,0,1,0,1,
6,2,48,Hive,Foxes,Malamente,554,2,0,2,5,
6,3,48,Foxes,Hive,henrY,476,0,2,1,6,
6,3,48,Foxes,Hive,Atokad,609,2,0,2,5,
6,3,48,Hive,Foxes,Prosperity2K,461,1,0,2,3,
6,3,48,Hive,Foxes,Malamente,388,0,1,2,1,
6,4,48,Foxes,Hive,henrY,532,2,0,1,5,
6,4,48,Foxes,Hive,Atokad,443,0,1,3,3,
6,4,48,Hive,Foxes,Prosperity2K,275,0,0,2,0,
6,4,48,Hive,Foxes,Malamente,524,1,0,3,3,
6,5,48,Foxes,Hive,henrY,140,0,0,0,4,
6,5,48,Foxes,Hive,Atokad,452,1,0,1,5,
6,5,48,Hive,Foxes,Prosperity2K,559,1,1,4,3,
6,5,48,Hive,Foxes,Malamente,427,1,0,3,2,
7,1,49,Elite,Bulls,El Diablo Rojo,773,1,2,3,4,
7,1,49,Elite,Bulls,TyTy,826,3,1,5,5,
7,1,49,Bulls,Elite,RainbowNoms,662,1,2,2,7,
7,1,49,Bulls,Elite,Floms,709,2,1,2,7,
7,2,49,Elite,Bulls,El Diablo Rojo,665,1,0,3,4,
7,2,49,Elite,Bulls,TyTy,618,0,1,4,2,
7,2,49,Bulls,Elite,RainbowNoms,497,1,1,0,6,
7,2,49,Bulls,Elite,Floms,627,1,0,3,5,
7,3,49,Elite,Bulls,El Diablo Rojo,703,2,1,2,6,
7,3,49,Elite,Bulls,TyTy,545,1,1,2,3,
7,3,49,Bulls,Elite,RainbowNoms,584,1,0,4,4,
7,3,49,Bulls,Elite,Floms,467,1,0,1,4,
7,4,49,Elite,Bulls,El Diablo Rojo,921,3,1,3,6,
7,4,49,Elite,Bulls,TyTy,679,2,2,2,4,
7,4,49,Bulls,Elite,RainbowNoms,373,0,0,3,3,
7,4,49,Bulls,Elite,Floms,370,0,0,1,3,
7,5,49,Elite,Bulls,El Diablo Rojo,471,1,0,2,3,
7,5,49,Elite,Bulls,TyTy,593,2,0,3,3,
7,5,49,Bulls,Elite,RainbowNoms,649,3,1,0,7,
7,5,49,Bulls,Elite,Floms,485,1,1,3,5,
7,1,50,Dodgers,Flames,Red Line,637,3,0,1,5,
7,1,50,Dodgers,Flames,Whiffles,2446,0,1,0,5,
7,1,50,Flames,Dodgers,Reverse Fridge,621,3,1,1,5,
7,1,50,Flames,Dodgers,whale,828,3,3,2,4,
7,2,50,Dodgers,Flames,Red Line,370,2,0,0,3,
7,2,50,Dodgers,Flames,Whiffles,377,0,0,3,2,
7,2,50,Flames,Dodgers,Reverse Fridge,709,1,5,2,3,
7,2,50,Flames,Dodgers,whale,1134,7,0,0,12,
7,3,50,Dodgers,Flames,Red Line,594,2,1,1,6,
7,3,50,Dodgers,Flames,Whiffles,480,1,0,3,3,
7,3,50,Flames,Dodgers,Reverse Fridge,607,3,0,1,7,
7,3,50,Flames,Dodgers,whale,679,1,3,3,2,
7,4,50,Dodgers,Flames,Red Line,801,4,1,0,4,
7,4,50,Dodgers,Flames,Whiffles,383,1,2,0,4,
7,4,50,Flames,Dodgers,Reverse Fridge,536,2,1,1,2,
7,4,50,Flames,Dodgers,whale,570,2,2,1,2,
7,5,50,Dodgers,Flames,Red Line,677,3,0,1,6,
7,5,50,Dodgers,Flames,Whiffles,775,1,2,5,5,
7,5,50,Flames,Dodgers,Reverse Fridge,962,4,0,4,9,
7,5,50,Flames,Dodgers,whale,722,2,3,2,5,
7,1,51,Hurricanes,Pandas,Iguane Fabuleux,641,3,1,0,7,
7,1,51,Hurricanes,Pandas,Pulch,612,1,2,3,3,
7,1,51,Pandas,Hurricanes,MapleSurrup,889,2,1,5,4,
7,1,51,Pandas,Hurricanes,GOYO,292,1,0,0,2,
7,2,51,Hurricanes,Pandas,Iguane Fabuleux,535,1,1,3,4,
7,2,51,Hurricanes,Pandas,Pulch,451,1,1,1,4,
7,2,51,Pandas,Hurricanes,MapleSurrup,815,2,1,4,6,
7,2,51,Pandas,Hurricanes,GOYO,310,1,2,0,1,
7,3,51,Hurricanes,Pandas,Iguane Fabuleux,458,1,0,2,3,
7,3,51,Hurricanes,Pandas,Pulch,368,0,0,2,3,
7,3,51,Pandas,Hurricanes,MapleSurrup,518,1,0,3,5,
7,3,51,Pandas,Hurricanes,GOYO,491,1,1,2,4,
7,4,51,Hurricanes,Pandas,Iguane Fabuleux,425,0,0,3,4,
7,4,51,Hurricanes,Pandas,Pulch,293,0,0,2,2,
7,4,51,Pandas,Hurricanes,MapleSurrup,745,3,0,2,6,
7,4,51,Pandas,Hurricanes,GOYO,327,0,0,3,3,
7,5,51,Hurricanes,Pandas,Iguane Fabuleux,709,1,1,6,3,
7,5,51,Hurricanes,Pandas,Pulch,416,1,1,2,3,
7,5,51,Pandas,Hurricanes,MapleSurrup,923,4,2,2,11,
7,5,51,Pandas,Hurricanes,GOYO,500,2,1,0,8,
7,1,52,Spectre,Tyrants,Satsz,644,2,0,2,5,
7,1,52,Spectre,Tyrants,Dazerin,172,0,1,0,2,
7,1,52,Tyrants,Spectre,Zack,1226,6,1,3,7,
7,1,52,Tyrants,Spectre,Fuzh,575,1,4,1,3,
7,2,52,Spectre,Tyrants,Satsz,770,3,1,3,7,
7,2,52,Spectre,Tyrants,Dazerin,519,1,3,2,3,
7,2,52,Tyrants,Spectre,Zack,877,5,1,0,9,
7,2,52,Tyrants,Spectre,Fuzh,852,3,3,1,6,
7,3,52,Spectre,Tyrants,Satsz,807,4,2,1,8,
7,3,52,Spectre,Tyrants,Dazerin,685,3,1,1,3,
7,3,52,Tyrants,Spectre,Zack,705,3,1,2,4,
7,3,52,Tyrants,Spectre,Fuzh,787,3,3,1,6,
7,4,52,Spectre,Tyrants,Satsz,807,4,2,1,8,
7,4,52,Spectre,Tyrants,Dazerin,685,3,1,1,3,
7,4,52,Tyrants,Spectre,Zack,705,3,1,2,4,
7,4,52,Tyrants,Spectre,Fuzh,787,3,3,1,6,
7,5,52,Spectre,Tyrants,Satsz,231,0,0,1,1,
7,5,52,Spectre,Tyrants,Dazerin,409,2,0,1,3,
7,5,52,Tyrants,Spectre,Zack,617,2,3,0,5,
7,5,52,Tyrants,Spectre,Fuzh,775,4,2,1,5,
7,1,53,Comets,Sharks,Erayne,506,2,0,0,8,
7,1,53,Comets,Sharks,Tunloink,412,2,1,0,5,
7,1,53,Sharks,Comets,Mish,604,2,0,3,2,
7,1,53,Sharks,Comets,Jdaaab,447,0,1,4,0,
7,2,53,Comets,Sharks,Erayne,339,1,0,0,5,
7,2,53,Comets,Sharks,Tunloink,610,2,0,1,5,
7,2,53,Sharks,Comets,Mish,457,0,1,4,0,
7,2,53,Sharks,Comets,Jdaaab,410,2,0,0,5,
7,3,53,Comets,Sharks,Erayne,859,4,0,2,5,
7,3,53,Comets,Sharks,Tunloink,364,1,2,0,2,
7,3,53,Sharks,Comets,Mish,426,1,2,0,3,
7,3,53,Sharks,Comets,Jdaaab,669,3,1,0,3,
7,4,53,Comets,Sharks,Erayne,625,2,3,0,7,
7,4,53,Comets,Sharks,Tunloink,606,3,1,1,2,
7,4,53,Sharks,Comets,Mish,316,1,1,0,2,
7,4,53,Sharks,Comets,Jdaaab,579,2,1,2,2,
7,5,53,Comets,Sharks,Erayne,441,1,0,2,5,
7,5,53,Comets,Sharks,Tunloink,346,1,0,1,5,
7,5,53,Sharks,Comets,Mish,622,2,0,5,3,
7,5,53,Sharks,Comets,Jdaaab,652,1,2,3,5,
7,1,54,Jets,Ducks,Unborn,614,1,0,2,7,
7,1,54,Jets,Ducks,BScottyJ,542,0,0,5,1,
7,1,54,Ducks,Jets,Kadu,702,1,0,3,6,
7,1,54,Ducks,Jets,Mateo,605,1,1,2,6,
7,2,54,Jets,Ducks,Unborn,784,3,1,2,7,
7,2,54,Jets,Ducks,BScottyJ,794,3,3,1,3,
7,2,54,Ducks,Jets,Kadu,481,1,0,3,3,
7,2,54,Ducks,Jets,Mateo,335,0,1,2,4,
7,3,54,Jets,Ducks,Unborn,361,1,0,1,5,
7,3,54,Jets,Ducks,BScottyJ,392,1,1,1,2,
7,3,54,Ducks,Jets,Kadu,332,1,0,0,3,
7,3,54,Ducks,Jets,Mateo,400,0,1,2,1,
7,4,54,Jets,Ducks,Unborn,1051,4,2,4,8,
7,4,54,Jets,Ducks,BScottyJ,715,3,1,2,6,
7,4,54,Ducks,Jets,Kadu,210,0,1,0,5,
7,4,54,Ducks,Jets,Mateo,544,1,0,4,6,
7,5,54,Jets,Ducks,Unborn,1100,4,0,4,5,
7,5,54,Jets,Ducks,BScottyJ,339,0,1,3,0,
7,5,54,Ducks,Jets,Kadu,356,1,1,0,5,
7,5,54,Ducks,Jets,Mateo,438,1,1,2,3,
7,1,55,Wolves,Foxes,Haimgame,305,0,0,2,5,
7,1,55,Wolves,Foxes,Corelli,281,0,0,1,2,
7,1,55,Foxes,Wolves,.bacon,558,2,1,1,4,
7,1,55,Foxes,Wolves,henrY,610,1,0,5,2,
7,2,55,Wolves,Foxes,Haimgame,351,0,2,2,2,
7,2,55,Wolves,Foxes,Corelli,559,3,0,0,4,
7,2,55,Foxes,Wolves,.bacon,863,5,0,1,6,
7,2,55,Foxes,Wolves,henrY,316,0,1,2,2,
7,3,55,Wolves,Foxes,Haimgame,432,2,1,0,4,
7,3,55,Wolves,Foxes,Corelli,729,2,2,2,4,
7,3,55,Foxes,Wolves,.bacon,471,2,0,1,5,
7,3,55,Foxes,Wolves,henrY,427,0,0,3,1,
7,4,55,Wolves,Foxes,Haimgame,354,0,1,1,1,
7,4,55,Wolves,Foxes,Corelli,913,2,0,5,6,
7,4,55,Foxes,Wolves,.bacon,783,3,0,2,4,
7,4,55,Foxes,Wolves,henrY,475,0,1,2,6,
7,5,55,Wolves,Foxes,Haimgame,401,1,0,2,2,
7,5,55,Wolves,Foxes,Corelli,575,1,0,3,5,
7,5,55,Foxes,Wolves,.bacon,407,1,0,1,3,
7,5,55,Foxes,Wolves,henrY,455,0,1,4,3,
7,1,56,Spartans,Hive,Sinnicole,927,4,2,1,9,
7,1,56,Spartans,Hive,Blagden,608,3,0,1,7,
7,1,56,Hive,Spartans,Malamente,456,1,0,3,2,
7,1,56,Hive,Spartans,Squidd,573,1,1,3,5,
7,2,56,Spartans,Hive,Sinnicole,437,1,0,1,3,
7,2,56,Spartans,Hive,Blagden,330,0,1,2,1,
7,2,56,Hive,Spartans,Malamente,481,2,0,1,4,
7,2,56,Hive,Spartans,Squidd,375,0,0,2,2,
7,3,56,Spartans,Hive,Sinnicole,419,1,0,3,2,
7,3,56,Spartans,Hive,Blagden,405,0,0,1,1,
7,3,56,Hive,Spartans,Malamente,432,2,1,0,6,
7,3,56,Hive,Spartans,Squidd,835,4,2,1,8,
7,4,56,Spartans,Hive,Sinnicole,660,2,2,1,9,
7,4,56,Spartans,Hive,Blagden,513,2,1,1,5,
7,4,56,Hive,Spartans,Malamente,334,1,0,2,2,
7,4,56,Hive,Spartans,Squidd,430,0,0,4,2,
7,5,56,Spartans,Hive,Sinnicole,596,1,0,3,3,
7,5,56,Spartans,Hive,Blagden,506,1,1,3,3,
7,5,56,Hive,Spartans,Malamente,452,2,0,0,7,
7,5,56,Hive,Spartans,Squidd,565,1,1,3,3,
