Game Information,,,,,,Player Statlines,,,,,
Week,Game,Match ID,Team,Opponent,Player,Sc,G,A,Sv,Sh,NCP
1,5,13,Dodgers,Bulls,Klismo,523,1,2,2,3,
1,1,14,Elite,Tyrants,NotHenry,510,2,1,1,7,
1,1,14,Elite,Tyrants,RudyR23,414,1,2,0,4,
1,1,14,Tyrants,Elite,Shadow,423,0,1,3,1,
1,1,14,Tyrants,Elite,Kamii2K,418,1,0,2,1,
1,2,14,Elite,Tyrants,NotHenry,635,3,1,0,5,
1,2,14,Elite,Tyrants,RudyR23,683,3,2,0,3,
1,2,14,Tyrants,Elite,Shadow,737,3,1,2,3,
1,2,14,Tyrants,Elite,Kamii2K,390,1,1,1,2,
1,3,14,Elite,Tyrants,NotHenry,826,4,1,3,6,
1,3,14,Elite,Tyrants,RudyR23,974,5,1,2,7,
1,3,14,Tyrants,Elite,Shadow,776,3,1,4,3,
1,3,14,Tyrants,Elite,Kamii2K,500,2,1,0,8,
1,4,14,Elite,Tyrants,NotHenry,266,1,0,0,3,
1,4,14,Elite,Tyrants,RudyR23,497,1,1,1,4,
1,4,14,Tyrants,Elite,Shadow,543,2,1,1,2,
1,4,14,Tyrants,Elite,Kamii2K,440,1,1,1,3,
1,5,14,Elite,Tyrants,NotHenry,731,3,1,2,6,
1,5,14,Elite,Tyrants,RudyR23,693,4,1,0,7,
1,5,14,Tyrants,Elite,Shadow,168,0,0,1,2,
1,5,14,Tyrants,Elite,Kamii2K,413,0,0,3,2,
1,1,15,Flames,Pandas,mdsooter,380,2,0,1,3,
1,1,15,Flames,Pandas,Endless,359,0,1,2,4,
1,1,15,Pandas,Flames,Tevn,310,0,0,1,3,
1,1,15,Pandas,Flames,Richyy,185,0,0,1,0,
1,2,15,Flames,Pandas,mdsooter,425,1,0,1,3,
1,2,15,Flames,Pandas,Endless,206,0,1,0,2,
1,2,15,Pandas,Flames,Tevn,689,3,1,1,4,
1,2,15,Pandas,Flames,Richyy,478,1,1,2,3,
1,3,15,Flames,Pandas,mdsooter,537,3,1,0,3,
1,3,15,Flames,Pandas,Endless,694,3,1,2,5,
1,3,15,Pandas,Flames,Tevn,362,1,1,0,2,
1,3,15,Pandas,Flames,Richyy,218,1,0,0,3,
1,4,15,Flames,Pandas,mdsooter,446,1,1,1,1,
1,4,15,Flames,Pandas,Endless,633,3,1,0,5,
1,4,15,Pandas,Flames,Tevn,394,1,1,0,3,
1,4,15,Pandas,Flames,Richyy,393,1,1,1,0,
1,5,15,Flames,Pandas,mdsooter,368,1,1,1,2,
1,5,15,Flames,Pandas,Endless,509,1,1,1,6,
1,5,15,Pandas,Flames,Tevn,961,4,1,2,6,
1,5,15,Pandas,Flames,Richyy,262,1,0,1,1,
1,1,16,Shadow,Sharks,ShuaIRL,374,1,1,1,2,
1,1,16,Shadow,Sharks,Faker,494,2,1,0,6,
1,1,16,Sharks,Shadow,Pupper,485,1,1,2,2,
1,1,16,Sharks,Shadow,Hyper,326,1,1,1,2,
1,2,16,Shadow,Sharks,ShuaIRL,317,0,1,3,1,
1,2,16,Shadow,Sharks,Faker,488,2,0,0,4,
1,2,16,Sharks,Shadow,Pupper,429,1,0,1,2,
1,2,16,Sharks,Shadow,Hyper,246,0,1,0,2,
1,3,16,Shadow,Sharks,ShuaIRL,527,1,0,5,3,
1,3,16,Shadow,Sharks,Faker,246,0,0,1,2,
1,3,16,Sharks,Shadow,Pupper,390,1,0,1,3,
1,3,16,Sharks,Shadow,Hyper,479,1,1,1,5,
1,4,16,Shadow,Sharks,ShuaIRL,328,1,0,1,1,
1,4,16,Shadow,Sharks,Faker,544,1,0,2,5,
1,4,16,Sharks,Shadow,Pupper,1026,3,0,4,4,
1,4,16,Sharks,Shadow,Hyper,156,0,0,0,1,
1,5,16,Shadow,Sharks,ShuaIRL,714,2,0,6,2,
1,5,16,Shadow,Sharks,Faker,752,2,1,3,4,
1,5,16,Sharks,Shadow,Pupper,691,3,0,1,9,
1,5,16,Sharks,Shadow,Hyper,270,0,1,1,5,
2,1,17,Lightning,Eclipse,cakekyst,415,1,1,2,4,
2,1,17,Lightning,Eclipse,BD Yurek,451,1,0,3,2,
2,1,17,Eclipse,Lightning,The Great Teddie,576,2,0,2,4,
2,1,17,Eclipse,Lightning,Rush,410,1,1,2,3,
2,2,17,Lightning,Eclipse,cakekyst,675,2,2,2,5,
2,2,17,Lightning,Eclipse,BD Yurek,460,2,0,1,5,
2,2,17,Eclipse,Lightning,The Great Teddie,588,1,1,4,2,
2,2,17,Eclipse,Lightning,Rush,522,2,1,0,5,
2,3,17,Lightning,Eclipse,cakekyst,284,0,1,1,3,
2,3,17,Lightning,Eclipse,BD Yurek,444,2,0,0,4,
2,3,17,Eclipse,Lightning,The Great Teddie,578,1,1,3,2,
2,3,17,Eclipse,Lightning,Rush,660,3,0,1,4,
2,4,17,Lightning,Eclipse,cakekyst,242,0,0,1,4,
2,4,17,Lightning,Eclipse,BD Yurek,378,1,0,1,2,
2,4,17,Eclipse,Lightning,The Great Teddie,304,0,1,1,0,
2,4,17,Eclipse,Lightning,Rush,769,4,0,2,5,
2,5,17,Lightning,Eclipse,cakekyst,475,2,1,1,3,
2,5,17,Lightning,Eclipse,BD Yurek,512,2,2,0,2,
2,5,17,Eclipse,Lightning,The Great Teddie,534,2,0,1,2,
2,5,17,Eclipse,Lightning,Rush,294,1,0,0,2,
2,1,18,Blizzard,Hurricanes,Slayd,574,2,0,2,4,
2,1,18,Blizzard,Hurricanes,Salvation,551,1,2,1,4,
2,1,18,Hurricanes,Blizzard,ZAdams,548,2,0,3,3,
2,1,18,Hurricanes,Blizzard,TheMagnelephant,448,0,2,1,3,
2,2,18,Blizzard,Hurricanes,Slayd,482,1,1,2,1,
2,2,18,Blizzard,Hurricanes,Salvation,366,2,0,0,3,
2,2,18,Hurricanes,Blizzard,ZAdams,265,0,1,1,5,
2,2,18,Hurricanes,Blizzard,TheMagnelephant,430,2,0,0,3,
2,3,18,Blizzard,Hurricanes,Slayd,233,0,0,2,0,
2,3,18,Blizzard,Hurricanes,Salvation,374,0,0,3,3,
2,3,18,Hurricanes,Blizzard,ZAdams,316,0,1,0,1,
2,3,18,Hurricanes,Blizzard,TheMagnelephant,639,3,0,1,6,
2,4,18,Blizzard,Hurricanes,Slayd,354,0,1,0,3,
2,4,18,Blizzard,Hurricanes,Salvation,292,1,0,0,2,
2,4,18,Hurricanes,Blizzard,ZAdams,684,4,0,1,3,
2,4,18,Hurricanes,Blizzard,TheMagnelephant,657,2,3,1,3,
2,5,18,Blizzard,Hurricanes,Slayd,725,1,0,6,2,
2,5,18,Blizzard,Hurricanes,Salvation,445,0,1,4,2,
2,5,18,Hurricanes,Blizzard,ZAdams,601,3,0,2,7,
2,5,18,Hurricanes,Blizzard,TheMagnelephant,603,1,3,1,7,
2,1,19,Wolves,Puffins,stevo,611,2,1,1,4,
2,1,19,Wolves,Puffins,Fuhof,218,1,1,0,1,
2,1,19,Puffins,Wolves,AubreyE,282,1,0,1,0,
2,1,19,Puffins,Wolves,MouseRat,274,0,1,2,1,
2,2,19,Wolves,Puffins,stevo,256,0,0,1,4,
2,2,19,Wolves,Puffins,Fuhof,314,1,0,1,3,
